Target_MHz,Iteration,Status,Error_Type
105.0,2,23,Success,None
105.0,2,24,Success,None
105.0,2,25,Success,None
105.0,2,26,Success,None
105.0,2,27,Success,None
105.0,2,28,Success,None
105.0,2,29,Success,None
105.0,2,30,Success,None
105.0,2,31,Success,None
105.0,2,32,Success,None
105.0,2,33,Success,None
105.0,2,34,Success,None
105.0,2,35,Success,None
105.0,2,36,Success,None
105.0,2,37,Success,None
105.0,2,38,Success,None
105.0,2,39,Success,None
105.0,2,40,Success,None
105.0,2,41,Success,None
105.0,2,42,Success,None
105.0,2,43,Success,None
105.0,2,44,Success,None
105.0,2,45,Success,None
105.0,2,46,Success,None
105.0,2,47,Success,None
105.0,2,48,Success,None
105.0,2,49,Success,None
106.0,2,0,Success,None
106.0,2,1,Success,None
106.0,2,2,Success,None
106.0,2,3,Success,None
106.0,2,4,Success,None
106.0,2,5,Success,None
106.0,2,6,Success,None
106.0,2,7,Success,None
106.0,2,8,Success,None
106.0,2,9,Success,None
106.0,2,10,Success,None
106.0,2,11,Success,None
106.0,2,12,Success,None
106.0,2,13,Success,None
106.0,2,14,Success,None
106.0,2,15,Success,None
106.0,2,16,Success,None
106.0,2,17,Success,None
106.0,2,18,Success,None
106.0,2,19,Success,None
106.0,2,20,Success,None
106.0,2,21,Success,None
106.0,2,22,Success,None
106.0,2,23,Success,None
106.0,2,24,Success,None
106.0,2,25,Success,None
106.0,2,26,Success,None
106.0,2,27,Success,None
106.0,2,28,Success,None
106.0,2,29,Success,None
106.0,2,30,Success,None
106.0,2,31,Success,None
106.0,2,32,Success,None
106.0,2,33,Success,None
106.0,2,34,Success,None
106.0,2,35,Success,None
106.0,2,36,Success,None
106.0,2,37,Success,None
106.0,2,38,Success,None
106.0,2,39,Success,None
106.0,2,40,Success,None
106.0,2,41,Success,None
106.0,2,42,Success,None
106.0,2,43,Success,None
106.0,2,44,Success,None
106.0,2,45,Success,None
106.0,2,46,Success,None
106.0,2,47,Success,None
106.0,2,48,Success,None
106.0,2,49,Success,None
107.0,2,0,Success,None
107.0,2,1,Success,None
107.0,2,2,Success,None
107.0,2,3,Success,None
107.0,2,4,Success,None
107.0,2,5,Success,None
107.0,2,6,Success,None
107.0,2,7,Success,None
107.0,2,8,Success,None
107.0,2,9,Success,None
107.0,2,10,Success,None
107.0,2,11,Success,None
107.0,2,12,Success,None
107.0,2,13,Success,None
107.0,2,14,Success,None
107.0,2,15,Success,None
107.0,2,16,Success,None
107.0,2,17,Success,None
107.0,2,18,Success,None
107.0,2,19,Success,None
107.0,2,20,Success,None
107.0,2,21,Success,None
107.0,2,22,Success,None
107.0,2,23,Success,None
107.0,2,24,Success,None
107.0,2,25,Success,None
107.0,2,26,Success,None
107.0,2,27,Success,None
107.0,2,28,Success,None
107.0,2,29,Success,None
107.0,2,30,Success,None
107.0,2,31,Success,None
107.0,2,32,Success,None
107.0,2,33,Success,None
107.0,2,34,Success,None
107.0,2,35,Success,None
107.0,2,36,Success,None
107.0,2,37,Success,None
107.0,2,38,Success,None
107.0,2,39,Success,None
107.0,2,40,Success,None
107.0,2,41,Success,None
107.0,2,42,Success,None
107.0,2,43,Success,None
107.0,2,44,Success,None
107.0,2,45,Success,None
107.0,2,46,Success,None
107.0,2,47,Success,None
107.0,2,48,Success,None
107.0,2,49,Success,None
108.0,2,0,Success,None
108.0,2,1,Success,None
108.0,2,2,Success,None
108.0,2,3,Success,None
108.0,2,4,Success,None
108.0,2,5,Success,None
108.0,2,6,Success,None
108.0,2,7,Success,None
108.0,2,8,Success,None
108.0,2,9,Success,None
108.0,2,10,Success,None
108.0,2,11,Success,None
108.0,2,12,Success,None
108.0,2,13,Success,None
108.0,2,14,Success,None
108.0,2,15,Success,None
108.0,2,16,Success,None
108.0,2,17,Success,None
108.0,2,18,Success,None
108.0,2,19,Success,None
108.0,2,20,Success,None
108.0,2,21,Success,None
108.0,2,22,Success,None
108.0,2,23,Success,None
108.0,2,24,Success,None
108.0,2,25,Success,None
108.0,2,26,Success,None
108.0,2,27,Success,None
108.0,2,28,Success,None
108.0,2,29,Success,None
108.0,2,30,Success,None
108.0,2,31,Success,None
108.0,2,32,Success,None
108.0,2,33,Success,None
108.0,2,34,Success,None
108.0,2,35,Success,None
108.0,2,36,Success,None
108.0,2,37,Success,None
108.0,2,38,Success,None
108.0,2,39,Success,None
108.0,2,40,Success,None
108.0,2,41,Success,None
108.0,2,42,Success,None
108.0,2,43,Success,None
108.0,2,44,Success,None
108.0,2,45,Success,None
108.0,2,46,Success,None
108.0,2,47,Success,None
108.0,2,48,Success,None
108.0,2,49,Success,None
109.0,2,0,Success,None
109.0,2,1,Success,None
109.0,2,2,Success,None
109.0,2,3,Success,None
109.0,2,4,Success,None
109.0,2,5,Success,None
109.0,2,6,Success,None
109.0,2,7,Success,None
109.0,2,8,Success,None
109.0,2,9,Success,None
109.0,2,10,Success,None
109.0,2,11,Success,None
109.0,2,12,Success,None
109.0,2,13,Success,None
109.0,2,14,Success,None
109.0,2,15,Success,None
109.0,2,16,Success,None
109.0,2,17,Success,None
109.0,2,18,Success,None
109.0,2,19,Success,None
109.0,2,20,Success,None
109.0,2,21,Success,None
109.0,2,22,Success,None
109.0,2,23,Success,None
109.0,2,24,Success,None
109.0,2,25,Success,None
109.0,2,26,Success,None
109.0,2,27,Success,None
109.0,2,28,Success,None
109.0,2,29,Success,None
109.0,2,30,Success,None
109.0,2,31,Success,None
109.0,2,32,Success,None
109.0,2,33,Success,None
109.0,2,34,Success,None
109.0,2,35,Success,None
109.0,2,36,Success,None
109.0,2,37,Success,None
109.0,2,38,Success,None
109.0,2,39,Success,None
109.0,2,40,Success,None
109.0,2,41,Success,None
109.0,2,42,Success,None
109.0,2,43,Success,None
109.0,2,44,Success,None
109.0,2,45,Success,None
109.0,2,46,Success,None
109.0,2,47,Success,None
109.0,2,48,Success,None
109.0,2,49,Success,None
110.0,2,0,Success,None
110.0,2,1,Success,None
110.0,2,2,Success,None
110.0,2,3,Success,None
110.0,2,4,Success,None
110.0,2,5,Success,None
110.0,2,6,Success,None
110.0,2,7,Success,None
110.0,2,8,Success,None
110.0,2,9,Success,None
110.0,2,10,Success,None
110.0,2,11,Success,None
110.0,2,12,Success,None
110.0,2,13,Success,None
110.0,2,14,Success,None
110.0,2,15,Success,None
110.0,2,16,Success,None
110.0,2,17,Success,None
110.0,2,18,Success,None
110.0,2,19,Success,None
110.0,2,20,Success,None
110.0,2,21,Success,None
110.0,2,22,Success,None
110.0,2,23,Success,None
110.0,2,24,Success,None
110.0,2,25,Success,None
110.0,2,26,Success,None
110.0,2,27,Success,None
110.0,2,28,Success,None
110.0,2,29,Success,None
110.0,2,30,Success,None
110.0,2,31,Success,None
110.0,2,32,Success,None
110.0,2,33,Success,None
110.0,2,34,Success,None
110.0,2,35,Success,None
110.0,2,36,Success,None
110.0,2,37,Success,None
110.0,2,38,Success,None
110.0,2,39,Success,None
110.0,2,40,Success,None
110.0,2,41,Success,None
110.0,2,42,Success,None
110.0,2,43,Success,None
110.0,2,44,Success,None
110.0,2,45,Success,None
110.0,2,46,Success,None
110.0,2,47,Success,None
110.0,2,48,Success,None
110.0,2,49,Success,None
111.0,2,0,Success,None
111.0,2,1,Success,None
111.0,2,2,Success,None
111.0,2,3,Success,None
111.0,2,4,Success,None
111.0,2,5,Success,None
111.0,2,6,Success,None
111.0,2,7,Success,None
111.0,2,8,Success,None
111.0,2,9,Success,None
111.0,2,10,Success,None
111.0,2,11,Success,None
111.0,2,12,Success,None
111.0,2,13,Success,None
111.0,2,14,Success,None
111.0,2,15,Success,None
111.0,2,16,Success,None
111.0,2,17,Success,None
111.0,2,18,Success,None
111.0,2,19,Success,None
111.0,2,20,Success,None
111.0,2,21,Success,None
111.0,2,22,Success,None
111.0,2,23,Success,None
111.0,2,24,Success,None
111.0,2,25,Success,None
111.0,2,26,Success,None
111.0,2,27,Success,None
111.0,2,28,Success,None
111.0,2,29,Success,None
111.0,2,30,Success,None
111.0,2,31,Success,None
111.0,2,32,Success,None
111.0,2,33,Success,None
111.0,2,34,Success,None
111.0,2,35,Success,None
111.0,2,36,Success,None
111.0,2,37,Success,None
111.0,2,38,Success,None
111.0,2,39,Success,None
111.0,2,40,Success,None
111.0,2,41,Success,None
111.0,2,42,Success,None
111.0,2,43,Success,None
111.0,2,44,Success,None
111.0,2,45,Success,None
111.0,2,46,Success,None
111.0,2,47,Success,None
111.0,2,48,Success,None
111.0,2,49,Success,None
112.0,2,0,Success,None
112.0,2,1,Success,None
112.0,2,2,Success,None
112.0,2,3,Success,None
112.0,2,4,Success,None
112.0,2,5,Success,None
112.0,2,6,Success,None
112.0,2,7,Success,None
112.0,2,8,Success,None
112.0,2,9,Success,None
112.0,2,10,Success,None
112.0,2,11,Success,None
112.0,2,12,Success,None
112.0,2,13,Success,None
112.0,2,14,Success,None
112.0,2,15,Success,None
112.0,2,16,Success,None
112.0,2,17,Success,None
112.0,2,18,Success,None
112.0,2,19,Success,None
112.0,2,20,Success,None
112.0,2,21,Success,None
112.0,2,22,Success,None
112.0,2,23,Success,None
112.0,2,24,Success,None
112.0,2,25,Success,None
112.0,2,26,Success,None
112.0,2,27,Success,None
112.0,2,28,Success,None
112.0,2,29,Success,None
112.0,2,30,Success,None
112.0,2,31,Success,None
112.0,2,32,Success,None
112.0,2,33,Success,None
112.0,2,34,Success,None
112.0,2,35,Success,None
112.0,2,36,Success,None
112.0,2,37,Success,None
112.0,2,38,Success,None
112.0,2,39,Success,None
112.0,2,40,Success,None
112.0,2,41,Success,None
112.0,2,42,Success,None
112.0,2,43,Success,None
112.0,2,44,Success,None
112.0,2,45,Success,None
112.0,2,46,Success,None
112.0,2,47,Success,None
112.0,2,48,Success,None
112.0,2,49,Success,None
113.0,2,0,Success,None
113.0,2,1,Success,None
113.0,2,2,Success,None
113.0,2,3,Success,None
113.0,2,4,Success,None
113.0,2,5,Success,None
113.0,2,6,Success,None
113.0,2,7,Success,None
113.0,2,8,Success,None
113.0,2,9,Success,None
113.0,2,10,Success,None
113.0,2,11,Success,None
113.0,2,12,Success,None
113.0,2,13,Success,None
113.0,2,14,Success,None
113.0,2,15,Success,None
113.0,2,16,Success,None
113.0,2,17,Success,None
113.0,2,18,Success,None
113.0,2,19,Success,None
113.0,2,20,Success,None
113.0,2,21,Success,None
113.0,2,22,Success,None
113.0,2,23,Success,None
113.0,2,24,Success,None
113.0,2,25,Success,None
113.0,2,26,Success,None
113.0,2,27,Success,None
113.0,2,28,Success,None
113.0,2,29,Success,None
113.0,2,30,Success,None
113.0,2,31,Success,None
113.0,2,32,Success,None
113.0,2,33,Success,None
113.0,2,34,Success,None
113.0,2,35,Success,None
113.0,2,36,Success,None
113.0,2,37,Success,None
113.0,2,38,Success,None
113.0,2,39,Success,None
113.0,2,40,Success,None
113.0,2,41,Success,None
113.0,2,42,Success,None
113.0,2,43,Success,None
113.0,2,44,Success,None
113.0,2,45,Success,None
113.0,2,46,Success,None
113.0,2,47,Success,None
113.0,2,48,Success,None
113.0,2,49,Success,None
114.0,2,0,Success,None
114.0,2,1,Success,None
114.0,2,2,Success,None
114.0,2,3,Success,None
114.0,2,4,Success,None
114.0,2,5,Success,None
114.0,2,6,Success,None
114.0,2,7,Success,None
114.0,2,8,Success,None
114.0,2,9,Success,None
114.0,2,10,Success,None
114.0,2,11,Success,None
114.0,2,12,Success,None
114.0,2,13,Success,None
114.0,2,14,Success,None
114.0,2,15,Success,None
114.0,2,16,Success,None
114.0,2,17,Success,None
114.0,2,18,Success,None
114.0,2,19,Success,None
114.0,2,20,Success,None
114.0,2,21,Success,None
114.0,2,22,Success,None
114.0,2,23,Success,None
114.0,2,24,Success,None
114.0,2,25,Success,None
114.0,2,26,Success,None
114.0,2,27,Success,None
114.0,2,28,Success,None
114.0,2,29,Success,None
114.0,2,30,Success,None
114.0,2,31,Success,None
114.0,2,32,Success,None
114.0,2,33,Success,None
114.0,2,34,Success,None
114.0,2,35,Success,None
114.0,2,36,Success,None
114.0,2,37,Success,None
114.0,2,38,Success,None
114.0,2,39,Success,None
114.0,2,40,Success,None
114.0,2,41,Success,None
114.0,2,42,Success,None
114.0,2,43,Success,None
114.0,2,44,Success,None
114.0,2,45,Success,None
114.0,2,46,Success,None
114.0,2,47,Success,None
114.0,2,48,Success,None
114.0,2,49,Success,None
115.0,2,0,Success,None
115.0,2,1,Success,None
115.0,2,2,Success,None
115.0,2,3,Success,None
115.0,2,4,Success,None
115.0,2,5,Success,None
115.0,2,6,Success,None
115.0,2,7,Success,None
115.0,2,8,Success,None
115.0,2,9,Success,None
115.0,2,10,Success,None
115.0,2,11,Success,None
115.0,2,12,Success,None
115.0,2,13,Success,None
115.0,2,14,Success,None
115.0,2,15,Success,None
115.0,2,16,Success,None
115.0,2,17,Success,None
115.0,2,18,Success,None
115.0,2,19,Success,None
115.0,2,20,Success,None
115.0,2,21,Success,None
115.0,2,22,Success,None
115.0,2,23,Success,None
115.0,2,24,Success,None
115.0,2,25,Success,None
115.0,2,26,Success,None
115.0,2,27,Success,None
115.0,2,28,Success,None
115.0,2,29,Success,None
115.0,2,30,Success,None
115.0,2,31,Success,None
115.0,2,32,Success,None
115.0,2,33,Success,None
115.0,2,34,Success,None
115.0,2,35,Success,None
115.0,2,36,Success,None
115.0,2,37,Success,None
115.0,2,38,Success,None
115.0,2,39,Success,None
115.0,2,40,Success,None
115.0,2,41,Success,None
115.0,2,42,Success,None
115.0,2,43,Success,None
115.0,2,44,Success,None
115.0,2,45,Success,None
115.0,2,46,Success,None
115.0,2,47,Success,None
115.0,2,48,Success,None
115.0,2,49,Success,None
116.0,2,0,Success,None
116.0,2,1,Success,None
116.0,2,2,Success,None
116.0,2,3,Success,None
116.0,2,4,Success,None
116.0,2,5,Success,None
116.0,2,6,Success,None
116.0,2,7,Success,None
116.0,2,8,Success,None
116.0,2,9,Success,None
116.0,2,10,Success,None
116.0,2,11,Success,None
116.0,2,12,Success,None
116.0,2,13,Success,None
116.0,2,14,Success,None
116.0,2,15,Success,None
116.0,2,16,Success,None
116.0,2,17,Success,None
116.0,2,18,Success,None
116.0,2,19,Success,None
116.0,2,20,Success,None
116.0,2,21,Success,None
116.0,2,22,Success,None
116.0,2,23,Success,None
116.0,2,24,Success,None
116.0,2,25,Success,None
116.0,2,26,Success,None
116.0,2,27,Success,None
116.0,2,28,Success,None
116.0,2,29,Success,None
116.0,2,30,Success,None
116.0,2,31,Success,None
116.0,2,32,Success,None
116.0,2,33,Success,None
116.0,2,34,Success,None
116.0,2,35,Success,None
116.0,2,36,Success,None
116.0,2,37,Success,None
116.0,2,38,Success,None
116.0,2,39,Success,None
116.0,2,40,Success,None
116.0,2,41,Success,None
116.0,2,42,Success,None
116.0,2,43,Success,None
116.0,2,44,Success,None
116.0,2,45,Success,None
116.0,2,46,Success,None
116.0,2,47,Success,None
116.0,2,48,Success,None
116.0,2,49,Success,None
117.0,2,0,Success,None
117.0,2,1,Success,None
117.0,2,2,Success,None
117.0,2,3,Success,None
117.0,2,4,Success,None
117.0,2,5,Success,None
117.0,2,6,Success,None
117.0,2,7,Success,None
117.0,2,8,Success,None
117.0,2,9,Success,None
117.0,2,10,Success,None
117.0,2,11,Success,None
117.0,2,12,Success,None
117.0,2,13,Success,None
117.0,2,14,Success,None
117.0,2,15,Success,None
117.0,2,16,Success,None
117.0,2,17,Success,None
117.0,2,18,Success,None
117.0,2,19,Success,None
117.0,2,20,Success,None
117.0,2,21,Success,None
117.0,2,22,Success,None
117.0,2,23,Success,None
117.0,2,24,Success,None
117.0,2,25,Success,None
117.0,2,26,Success,None
117.0,2,27,Success,None
117.0,2,28,Success,None
117.0,2,29,Success,None
117.0,2,30,Success,None
117.0,2,31,Success,None
117.0,2,32,Success,None
117.0,2,33,Success,None
117.0,2,34,Success,None
117.0,2,35,Success,None
117.0,2,36,Success,None
117.0,2,37,Success,None
117.0,2,38,Success,None
117.0,2,39,Success,None
117.0,2,40,Success,None
117.0,2,41,Success,None
117.0,2,42,Success,None
117.0,2,43,Success,None
117.0,2,44,Success,None
117.0,2,45,Success,None
117.0,2,46,Success,None
117.0,2,47,Success,None
117.0,2,48,Success,None
117.0,2,49,Success,None
118.0,2,0,Success,None
118.0,2,1,Success,None
118.0,2,2,Success,None
118.0,2,3,Success,None
118.0,2,4,Success,None
118.0,2,5,Success,None
118.0,2,6,Success,None
118.0,2,7,Success,None
118.0,2,8,Success,None
118.0,2,9,Success,None
118.0,2,10,Success,None
118.0,2,11,Success,None
118.0,2,12,Success,None
118.0,2,13,Success,None
118.0,2,14,Success,None
118.0,2,15,Success,None
118.0,2,16,Success,None
118.0,2,17,Success,None
118.0,2,18,Success,None
118.0,2,19,Success,None
118.0,2,20,Success,None
118.0,2,21,Success,None
118.0,2,22,Success,None
118.0,2,23,Success,None
118.0,2,24,Success,None
118.0,2,25,Success,None
118.0,2,26,Success,None
118.0,2,27,Success,None
118.0,2,28,Success,None
118.0,2,29,Success,None
118.0,2,30,Success,None
118.0,2,31,Success,None
118.0,2,32,Success,None
118.0,2,33,Success,None
118.0,2,34,Success,None
118.0,2,35,Success,None
118.0,2,36,Success,None
118.0,2,37,Success,None
118.0,2,38,Success,None
118.0,2,39,Success,None
118.0,2,40,Success,None
118.0,2,41,Success,None
118.0,2,42,Success,None
118.0,2,43,Success,None
118.0,2,44,Success,None
118.0,2,45,Success,None
118.0,2,46,Success,None
118.0,2,47,Success,None
118.0,2,48,Success,None
118.0,2,49,Success,None
119.0,2,0,Success,None
119.0,2,1,Success,None
119.0,2,2,Success,None
119.0,2,3,Success,None
119.0,2,4,Success,None
119.0,2,5,Success,None
119.0,2,6,Success,None
119.0,2,7,Success,None
119.0,2,8,Success,None
119.0,2,9,Success,None
119.0,2,10,Success,None
119.0,2,11,Success,None
119.0,2,12,Success,None
119.0,2,13,Success,None
119.0,2,14,Success,None
119.0,2,15,Success,None
119.0,2,16,Success,None
119.0,2,17,Success,None
119.0,2,18,Success,None
119.0,2,19,Success,None
119.0,2,20,Success,None
119.0,2,21,Success,None
119.0,2,22,Success,None
119.0,2,23,Success,None
119.0,2,24,Success,None
119.0,2,25,Success,None
119.0,2,26,Success,None
119.0,2,27,Success,None
119.0,2,28,Success,None
119.0,2,29,Success,None
119.0,2,30,Success,None
119.0,2,31,Success,None
119.0,2,32,Success,None
119.0,2,33,Success,None
119.0,2,34,Success,None
119.0,2,35,Success,None
119.0,2,36,Success,None
119.0,2,37,Success,None
119.0,2,38,Success,None
119.0,2,39,Success,None
119.0,2,40,Success,None
119.0,2,41,Success,None
119.0,2,42,Success,None
119.0,2,43,Success,None
119.0,2,44,Success,None
119.0,2,45,Success,None
119.0,2,46,Success,None
119.0,2,47,Success,None
119.0,2,48,Success,None
119.0,2,49,Success,None
120.0,2,0,Success,None
120.0,2,1,Success,None
120.0,2,2,Success,None
120.0,2,3,Success,None
120.0,2,4,Success,None
120.0,2,5,Success,None
120.0,2,6,Success,None
120.0,2,7,Success,None
120.0,2,8,Success,None
120.0,2,9,Success,None
120.0,2,10,Success,None
120.0,2,11,Success,None
120.0,2,12,Success,None
120.0,2,13,Success,None
120.0,2,14,Success,None
120.0,2,15,Success,None
120.0,2,16,Success,None
120.0,2,17,Success,None
120.0,2,18,Success,None
120.0,2,19,Success,None
120.0,2,20,Success,None
120.0,2,21,Success,None
120.0,2,22,Success,None
120.0,2,23,Success,None
120.0,2,24,Success,None
120.0,2,25,Success,None
120.0,2,26,Success,None
120.0,2,27,Success,None
120.0,2,28,Success,None
120.0,2,29,Success,None
120.0,2,30,Success,None
120.0,2,31,Success,None
120.0,2,32,Success,None
120.0,2,33,Success,None
120.0,2,34,Success,None
120.0,2,35,Success,None
120.0,2,36,Success,None
120.0,2,37,Success,None
120.0,2,38,Success,None
120.0,2,39,Success,None
120.0,2,40,Success,None
120.0,2,41,Success,None
120.0,2,42,Success,None
120.0,2,43,Success,None
120.0,2,44,Success,None
120.0,2,45,Success,None
120.0,2,46,Success,None
120.0,2,47,Success,None
120.0,2,48,Success,None
120.0,2,49,Success,None
121.0,2,0,Success,None
121.0,2,1,Success,None
121.0,2,2,Success,None
121.0,2,3,Success,None
121.0,2,4,Success,None
121.0,2,5,Success,None
121.0,2,6,Success,None
121.0,2,7,Success,None
121.0,2,8,Success,None
121.0,2,9,Success,None
121.0,2,10,Success,None
121.0,2,11,Success,None
121.0,2,12,Success,None
121.0,2,13,Success,None
121.0,2,14,Success,None
121.0,2,15,Success,None
121.0,2,16,Success,None
121.0,2,17,Success,None
121.0,2,18,Success,None
121.0,2,19,Success,None
121.0,2,20,Success,None
121.0,2,21,Success,None
121.0,2,22,Success,None
121.0,2,23,Success,None
121.0,2,24,Success,None
121.0,2,25,Success,None
121.0,2,26,Success,None
121.0,2,27,Success,None
121.0,2,28,Success,None
121.0,2,29,Success,None
121.0,2,30,Success,None
121.0,2,31,Success,None
121.0,2,32,Success,None
121.0,2,33,Success,None
121.0,2,34,Success,None
121.0,2,35,Success,None
121.0,2,36,Success,None
121.0,2,37,Success,None
121.0,2,38,Success,None
121.0,2,39,Success,None
121.0,2,40,Success,None
121.0,2,41,Success,None
121.0,2,42,Success,None
121.0,2,43,Success,None
121.0,2,44,Success,None
121.0,2,45,Success,None
121.0,2,46,Success,None
121.0,2,47,Success,None
121.0,2,48,Success,None
121.0,2,49,Success,None
122.0,2,0,Success,None
122.0,2,1,Success,None
122.0,2,2,Success,None
122.0,2,3,Success,None
122.0,2,4,Success,None
122.0,2,5,Success,None
122.0,2,6,Success,None
122.0,2,7,Success,None
122.0,2,8,Success,None
122.0,2,9,Success,None
122.0,2,10,Success,None
122.0,2,11,Success,None
122.0,2,12,Success,None
122.0,2,13,Success,None
122.0,2,14,Success,None
122.0,2,15,Success,None
122.0,2,16,Success,None
122.0,2,17,Success,None
122.0,2,18,Success,None
122.0,2,19,Success,None
122.0,2,20,Success,None
122.0,2,21,Success,None
122.0,2,22,Success,None
122.0,2,23,Success,None
122.0,2,24,Success,None
122.0,2,25,Success,None
122.0,2,26,Success,None
122.0,2,27,Success,None
122.0,2,28,Success,None
122.0,2,29,Success,None
122.0,2,30,Success,None
122.0,2,31,Success,None
122.0,2,32,Success,None
122.0,2,33,Success,None
122.0,2,34,Success,None
122.0,2,35,Success,None
122.0,2,36,Success,None
122.0,2,37,Success,None
122.0,2,38,Success,None
122.0,2,39,Success,None
122.0,2,40,Success,None
122.0,2,41,Success,None
122.0,2,42,Success,None
122.0,2,43,Success,None
122.0,2,44,Success,None
122.0,2,45,Success,None
122.0,2,46,Success,None
122.0,2,47,Success,None
122.0,2,48,Success,None
122.0,2,49,Success,None
123.0,2,0,Success,None
123.0,2,1,Success,None
123.0,2,2,Success,None
123.0,2,3,Success,None
123.0,2,4,Success,None
123.0,2,5,Success,None
123.0,2,6,Success,None
123.0,2,7,Success,None
123.0,2,8,Success,None
123.0,2,9,Success,None
123.0,2,10,Success,None
123.0,2,11,Success,None
123.0,2,12,Success,None
123.0,2,13,Success,None
123.0,2,14,Success,None
123.0,2,15,Success,None
123.0,2,16,Success,None
123.0,2,17,Success,None
123.0,2,18,Success,None
123.0,2,19,Success,None
123.0,2,20,Success,None
123.0,2,21,Success,None
123.0,2,22,Success,None
123.0,2,23,Success,None
123.0,2,24,Success,None
123.0,2,25,Success,None
123.0,2,26,Success,None
123.0,2,27,Success,None
123.0,2,28,Success,None
123.0,2,29,Success,None
123.0,2,30,Success,None
123.0,2,31,Success,None
123.0,2,32,Success,None
123.0,2,33,Success,None
123.0,2,34,Success,None
123.0,2,35,Success,None
123.0,2,36,Success,None
123.0,2,37,Success,None
123.0,2,38,Success,None
123.0,2,39,Success,None
123.0,2,40,Success,None
123.0,2,41,Success,None
123.0,2,42,Success,None
123.0,2,43,Success,None
123.0,2,44,Success,None
123.0,2,45,Success,None
123.0,2,46,Success,None
123.0,2,47,Success,None
123.0,2,48,Success,None
123.0,2,49,Success,None
124.0,2,0,Success,None
124.0,2,1,Success,None
124.0,2,2,Success,None
124.0,2,3,Success,None
124.0,2,4,Success,None
124.0,2,5,Success,None
124.0,2,6,Success,None
124.0,2,7,Success,None
124.0,2,8,Success,None
124.0,2,9,Success,None
124.0,2,10,Success,None
124.0,2,11,Success,None
124.0,2,12,Success,None
124.0,2,13,Success,None
124.0,2,14,Success,None
124.0,2,15,Success,None
124.0,2,16,Success,None
124.0,2,17,Success,None
124.0,2,18,Success,None
124.0,2,19,Success,None
124.0,2,20,Success,None
124.0,2,21,Success,None
124.0,2,22,Success,None
124.0,2,23,Success,None
124.0,2,24,Success,None
124.0,2,25,Success,None
124.0,2,26,Success,None
124.0,2,27,Success,None
124.0,2,28,Success,None
124.0,2,29,Success,None
124.0,2,30,Success,None
124.0,2,31,Success,None
124.0,2,32,Success,None
124.0,2,33,Success,None
124.0,2,34,Success,None
124.0,2,35,Success,None
124.0,2,36,Success,None
124.0,2,37,Success,None
124.0,2,38,Success,None
124.0,2,39,Success,None
124.0,2,40,Success,None
124.0,2,41,Success,None
124.0,2,42,Success,None
124.0,2,43,Success,None
124.0,2,44,Success,None
124.0,2,45,Success,None
124.0,2,46,Success,None
124.0,2,47,Success,None
124.0,2,48,Success,None
124.0,2,49,Success,None
125.0,2,0,Success,None
125.0,2,1,Success,None
125.0,2,2,Success,None
125.0,2,3,Success,None
125.0,2,4,Success,None
125.0,2,5,Success,None
125.0,2,6,Success,None
125.0,2,7,Success,None
125.0,2,8,Success,None
125.0,2,9,Success,None
125.0,2,10,Success,None
125.0,2,11,Success,None
125.0,2,12,Success,None
125.0,2,13,Success,None
125.0,2,14,Success,None
125.0,2,15,Success,None
125.0,2,16,Success,None
125.0,2,17,Success,None
125.0,2,18,Success,None
125.0,2,19,Success,None
125.0,2,20,Success,None
125.0,2,21,Success,None
125.0,2,22,Success,None
125.0,2,23,Success,None
125.0,2,24,Success,None
125.0,2,25,Success,None
125.0,2,26,Success,None
125.0,2,27,Success,None
125.0,2,28,Success,None
125.0,2,29,Success,None
125.0,2,30,Success,None
125.0,2,31,Success,None
125.0,2,32,Success,None
125.0,2,33,Success,None
125.0,2,34,Success,None
125.0,2,35,Success,None
125.0,2,36,Success,None
125.0,2,37,Success,None
125.0,2,38,Success,None
125.0,2,39,Success,None
125.0,2,40,Success,None
125.0,2,41,Success,None
125.0,2,42,Success,None
125.0,2,43,Success,None
125.0,2,44,Success,None
125.0,2,45,Success,None
125.0,2,46,Success,None
125.0,2,47,Success,None
125.0,2,48,Success,None
125.0,2,49,Success,None
126.0,2,0,Success,None
126.0,2,1,Success,None
126.0,2,2,Success,None
126.0,2,3,Success,None
126.0,2,4,Success,None
126.0,2,5,Success,None
126.0,2,6,Success,None
126.0,2,7,Success,None
126.0,2,8,Success,None
126.0,2,9,Success,None
126.0,2,10,Success,None
126.0,2,11,Success,None
126.0,2,12,Success,None
126.0,2,13,Success,None
126.0,2,14,Success,None
126.0,2,15,Success,None
126.0,2,16,Success,None
126.0,2,17,Success,None
126.0,2,18,Success,None
126.0,2,19,Success,None
126.0,2,20,Success,None
126.0,2,21,Success,None
126.0,2,22,Success,None
126.0,2,23,Success,None
126.0,2,24,Success,None
126.0,2,25,Success,None
126.0,2,26,Success,None
126.0,2,27,Success,None
126.0,2,28,Success,None
126.0,2,29,Success,None
126.0,2,30,Success,None
126.0,2,31,Success,None
126.0,2,32,Success,None
126.0,2,33,Success,None
126.0,2,34,Success,None
126.0,2,35,Success,None
126.0,2,36,Success,None
126.0,2,37,Success,None
126.0,2,38,Success,None
126.0,2,39,Success,None
126.0,2,40,Success,None
126.0,2,41,Success,None
126.0,2,42,Success,None
126.0,2,43,Success,None
126.0,2,44,Success,None
126.0,2,45,Success,None
126.0,2,46,Success,None
126.0,2,47,Success,None
